url	nama	harga	jenis	address	aircon	free_wifi	kamar_mandi_dalam	fasilitas_kamar	fasilitas_kost
https://www.sewakost.com/jakarta/selatan/rumah-pondok-indah-70232.html	RUMAH PONDOK INDAH	Rp 2.500.000	Kost Campur	Jl. Metro Alam V, RT.11/ RW.16, Pd.Pinang, Kec.Kby Lama, Kota Jakarta Seletan, 12310	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kaya-house-pluit-70230.html	KAYA HOUSE PLUIT	Rp 2.500.000	Kost Campur	Jl. Pluit Permai 8 No 11,RT.3 / RW04,Pluit,Kec. Penjaringan,Jakarta Utara,14450	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-lotte-kuningan-42a-70228.html	KOST LOTTE KUNINGAN 42A	Rp 1.000.000	Kost Campur	Jl. Guru mugni Gg. Bates no. 42A belakang lotte kuningan, jakarta selatan	Ya	Ya	Ya	['Spring Bed', 'AC']	['Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-putri-70197.html	kost Putri	Rp 800.000	Kost Putri	Jl.Lagga raya no.62 Rt,011/02 Lenteng Agung, Jagakarsa	Tidak	Tidak	Ya	['Spring Bed', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kosputrikemang-70050.html	Kosputrikemang	Rp 2.000.000	Kost Putri	Jl. Kemang Selatan IX no. 20 Rt 01 Rw 02 Kel.Bangka Kec. Mampang Prapatan Jaksel	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam']	['Dapur', 'Air Minum', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kos-h-arduih-tipe-d-67107.html	Kos H. Arduih tipe D	Rp 1.600.000	Kost Campur	Jl. Cipete Raya, Komplek BRI, Demuna Ujung, Rt. 09/06 no. 47, Jak Sel	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/insula-kost-kalibata-selatan-i-kost-putra-fasilitas-baru-67082.html	Insula Kost Kalibata Selatan I (Kost Putra Fasilitas Baru)	Rp 2.000.000	Kost Putra	Jl. Kalibata Selatan 1 No.4, Kalibata , Kec. Pancoran, Jakarta Selatan	Ya	Ya	Ya	['Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Mesin Cuci (Cuci Sendiri)', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kos-murah-dekat-scbd-66987.html	Kos murah dekat SCBD	Rp 1.000.000	Kost Putra	Jl rengas 1 RT 005 RW 002 No 44 Kebayoran baru jaksel	Tidak	Tidak	Ya	['Spring Bed', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/hmr-guest-house-tebet-jakarta-selatan-66821.html	HMR Guest House Tebet Jakarta Selatan	Rp 1.500.000	Kost Campur	JL Tebet Utara I Gang Staff 8 RT.003 RW.010 Kelurahan Tebet Timur Kecamatan Tebet Jakarta Selatan	Ya	Ya	Ya	[]	[]
https://www.sewakost.com/jakarta/selatan/kostan-murah-gratis-wifi-dekat-kampus-budiluhur-66701.html	Kostan murah gratis wifi dekat kampus budiluhur	Rp 600.000	Kost Campur	jl sabar raya 1 no 23 rt 9 rw 4	Tidak	Ya	Tidak	['Free WiFi']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-strategis-di-cipete-dekat-fatmawati-dan-antasari-66368.html	Kost strategis di Cipete, dekat Fatmawati dan Antasari	Rp 1.600.000	Kost Campur	Jl. Puri Kencana no.64 RT.011/RW.006 Cipete Selatan , Cilandak, Jakarta Selatan (12410)	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Air Minum', 'Pembantu', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/amanah-kos-66639.html	Amanah kos	Rp 2.000.000	Kost Campur	Jalan sawo kecik 9 bukit duri tebet jakarta selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/guds-08-kost-room-1-66532.html	Guds 08 Kost - Room 1	Rp 2.200.000	Kost Campur	Gudang Peluru Raya B1 No.8, Tebet, Jakarta Selatan, 12830	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-pria-dekat-stasiun-palmerah-kemandoran-1-jakarta-selatan-murah-amp-bersih-66383.html	Kost PRIA dekat STASIUN PALMERAH, Kemandoran 1, Jakarta Selatan, Murah & Bersih	Rp 800.000	Kost Putra	RUMAH KOS SULARTO, Jalan Pulo Melati I No. 5B, RT.05/016, Kel. Grogol Utara, Kec. Kebayoran Lama, Jakarta Selatan 12210.	Tidak	Ya	Tidak	['Spring Bed', 'Perabot', 'Free WiFi']	['Dapur', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/indekos-cipete-raya-utk-wanita-karyawati-pasutri-66456.html	indekos Cipete Raya utk Wanita (karyawati), Pasutri	Rp 700	Kost Keluarga	jln cipete raya no 36 b, cilandak, jakarta selatan	Ya	Tidak	Ya	['Spring Bed', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Cuci Setrika', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-rumah-praja-daerah-elit-arteri-pondok-indah-jakarta-selatan-66347.html	Kost Rumah Praja - daerah Elit - Arteri Pondok Indah, Jakarta Selatan	Rp 2.200.000	Kost Campur	Jl. Praja No.20, Arteri Pondok Indah / Iskandar Muda, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-exclusive-di-jl-al-barkah-13-rt09-rw03-tebet-manggarai-selatan-13875.html	Kost Exclusive di jl. Al-barkah 13 RT09/RW03 (TEBET) Manggarai Selatan	Rp 2.400.000	Kost Putri	Jalan AlBarkah 13 RT09/RW03	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam']	['Dapur', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-baru-dan-bersih-66357.html	Kost Baru dan Bersih 	Rp 1.000.000	Kost Campur	Tebet	Ya	Ya	Ya	['Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-terjangkau-cipete-utara-jakarta-selatan-65968.html	Kost Terjangkau Cipete Utara, Jakarta Selatan	Rp 1.500.000	Kost Putri	Jl. Saraswati RT 002/011 no 16 Cipete Utara, Kebayoran Baru, Jakarta Selatan	Ya	Tidak	Ya	['AC', 'Kamar Mandi Dalam']	['Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kos-khusus-putri-yang-aman-dan-tenang-dekat-lenteng-agung-66229.html	Kos khusus putri yang aman dan tenang dekat lenteng agung	Rp 700.000	Kost Putri	Jalan srengseng sawah kecamatan jagakarsa (Sebelah kampus ISTN jakarta)	Ya	Tidak	Tidak	['TV']	['Ruang Tamu', 'Televisi', 'Dapur', 'Air Minum', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/terima-kos-karyawan-mahasiswa-murah-66221.html	TERIMA KOS KARYAWAN / MAHASISWA / MURAH	Rp 800	Kost Campur	JL.Swadaya No.18  RT003/06 Cidodol,Grogol Selatan,Kebayoran Lama,Jakarta Selatan	Ya	Tidak	Tidak	['Spring Bed', 'AC']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-bunda-66211.html	Kost Bunda	Rp 2.000.000	Kost Campur	Jl. Tebet Barat Dalam IX	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Air Minum']
https://www.sewakost.com/jakarta/selatan/kontrakan-dekat-seskoal-cipulir-66104.html	Kontrakan dekat SESKOAL Cipulir	Rp 1.800.000	Kost Pasutri	Jl. Ciledug Raya Cipulir Keb.Lama Jakarta Selatan	Tidak	Tidak	Ya	['Kamar Mandi Dalam']	[]
https://www.sewakost.com/jakarta/selatan/lokasi-daerah-jalan-madrasah-al-husna-no-66071.html	Lokasi Daerah :   Jalan Madrasah Al Husna no. 	Rp 1.50	Kost Campur	Jalan Madrasah Al Husna no. 52, RT 03. RW 04.  Lebak Bulus Raya.  Kota: Jakarta Selatan	Tidak	Tidak	Ya	['Kamar Mandi Dalam']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/menyediakan-sewaan-kost-perbulan-66054.html	menyediakan sewaan kost perbulan	Rp 123.456.789	Kost Campur	Jln. H. Pekir, No ;18 RT.003/006, Kost Pink. Grogol utara, Kec. Kebayoran Lama Jakarta Selatan,	Ya	Ya	Ya	['Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-griya-madani-jakarta-66003.html	Kost Griya Madani Jakarta	Rp 850.000	Kost Campur	Jl. Bangka Raya No. 19 RT 008/RW 011 Kelurahan Pela Mampang Kecamatan Mampang Prapatan Jakarta Selatan	Tidak	Ya	Tidak	['Free WiFi', 'Kulkas']	['Air Minum', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/flamboyan-residence-70190.html	FLAMBOYAN RESIDENCE	Rp 4.500.000	Kost Campur	Jl. Bunga Flamboyan No.30, RT.14/RW.5, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Air Minum', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/flamboyan-residence-65923.html	FLAMBOYAN RESIDENCE	Rp 4.500.000	Kost Campur	jl bunga flamboyan no 30 rt 14/rw 5 cipete selatan, cilandak kota jakarta selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Air Minum', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-lotte-kuningan-42a-65920.html	KOST LOTTE KUNINGAN 42A	Rp 1.200.000	Kost Campur	Jl. Guru mugni Gg. Bates no. 42A belakang lotte kuningan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Cuci Setrika', 'Pembantu', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-di-tebet-dekat-st-cawang-65807.html	Kost di tebet dekat st cawang	Rp 2.000.000	Kost Campur	Jl tebet timur dalam 7G	Ya	Tidak	Ya	['Spring Bed', 'AC', 'Kamar Mandi Dalam']	[]
https://www.sewakost.com/jakarta/selatan/kost-di-tebet-dekat-st-cawang-65806.html	Kost di tebet dekat st cawang	Rp 750.000	Kost Putra	Jl tebet timur dalam 7G	Tidak	Tidak	Tidak	[]	[]
https://www.sewakost.com/jakarta/selatan/hakkost-abdul-majid-dalam-iii-29-65746.html	Hakkost - Abdul Majid Dalam III/29	Rp 2.500.000	Kost Campur	Jalan Abdul Majid Dalam IIi/29, Kompleks DEPLU, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-jaksel-ac-dan-non-ac-free-listrik-air-parkir-luas-65655.html	Kost jaksel ac dan non ac free listrik air parkir luas	Rp 900.000	Kost Pasutri	Jagakarsa ciganjur	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-setiabudi-campur-dekat-mrt-65646.html	Kost Setiabudi - campur dekat MRT	Rp 1.600.000	Kost Campur	Jl. O Karet Belakang RT14/RW02 No. 16-17, Karet-Setiabudi	Ya	Tidak	Ya	['Spring Bed', 'Perabot', 'AC', 'Kamar Mandi Dalam']	['Air Minum', 'Cuci Setrika', 'Pembantu', 'Keamanan']
https://www.sewakost.com/jakarta/selatan/kos-pondok-pinang-jaksel-65570.html	Kos pondok pinang jaksel	Rp 650.000	Kost Campur	Jl tanah ara 2 RT 4 RW 12 no 16 pondok pinang jaksel	Tidak	Tidak	Tidak	[]	[]
https://www.sewakost.com/jakarta/selatan/rumah-kost-tenang-amp-nyaman-di-cilandak-jakarta-selatan-65509.html	Rumah Kost Tenang & Nyaman di Cilandak Jakarta Selatan	Rp 1.850.000	Kost Campur	Jalan Cilandak X Nomor 11	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Makan', 'Dapur', 'Air Minum', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-strategis-kemang-bangka-jks-65371.html	Kost Strategis Kemang - Bangka JKS	Rp 1.500.000	Kost Campur	jl. Bangka 3 no.38 Pelamampang Jakarta selatan	Ya	Ya	Tidak	['Spring Bed', 'Perabot', 'Free WiFi']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/wisma-pondok-karya-kost-karyawan-putra-60567.html	Wisma Pondok Karya Kost Karyawan Putra	Rp 1.200.000	Kost Putra	Jalan Pondok Karya V Blok i No 58 RT 08 RW 04 Pela Mampang Jakarta Selatan	Tidak	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Air Minum', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-jakarta-selatan-tanjung-barat-simatupang-39880.html	Kost Jakarta Selatan Tanjung Barat Simatupang	Rp 1.600.000	Kost Campur	Jl. H Matali, Rancho Indah Tanjung Barat RT02/02 No 79 Jakarta Selatan 12530 (Kejaksaan Negeri Jakarta Selatan)	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/east-16-kost-residence-65234.html	East 16 Kost Residence 	Rp 3.750.000	Kost Campur	Jl. Setiabudi Timur 1 no 6 – Jakarta Selatan	Ya	Ya	Ya	['Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-kostan-radio-dalam-52749.html	Kost-kostan radio dalam	Rp 1.800.000	Kost Campur	Jln. Radio dalam, Antena 5, Gandaria Utara, Kebayoran Baru, Jakarta Selatan	Ya	Ya	Ya	[]	[]
https://www.sewakost.com/jakarta/selatan/kost-strategis-di-pancoran-65222.html	kost strategis di pancoran	Rp 1.500.000	Kost Putra	Jl. Pancoran Barat IV A No. 29 Rt 006 Rw 01 Pancoran Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Cuci Setrika', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-wanita-jakarta-selatan-65206.html	Kost wanita jakarta selatan	Rp 850.000	Kost Putri	Jln bahari raya no 23 rt 12 rw 07	Tidak	Ya	Tidak	['Spring Bed', 'Free WiFi']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/sewa-kamar-kost-daerah-cipulir-seskoal-kebayoran-lama-jakarta-selatan-2005.html	Sewa Kamar Kost daerah  Cipulir SESKOAL Kebayoran Lama Jakarta Selatan	Rp 1.150.000	Kost Campur	Jl. Ciledug Raya Cipulir Keb. Lama Jakarta Selatan 12230 (samping Roti Bakar 88) sebelum SESKOAL arah Ciledug	Tidak	Tidak	Ya	['Spring Bed', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-rumah-kita-65133.html	Kost Rumah Kita	Rp 1.800.000	Kost Putri	Pondok Jaya 3 No 1A, Pela Mampang, Mampang Prapatan, Jaksel	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kos-ibu-nila-65119.html	Kos Ibu Nila	Rp 1.50	Kost Campur	Jl. Praja Dalam K Gang Al hidayah No 9 RT 009 RW 002 Kebayoran Lama Selatan Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/casa-tebet-mas-indah-tipe-deluxe-64839.html	Casa Tebet Mas Indah tipe deluxe	Rp 3.200.000	Kost Putri	Jln Tebet Mas Indah III No A7 Rt 009/Rw 002	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kos-executive-scbd-senopati-3tree-senopati-64767.html	Kos Executive SCBD-Senopati, 3TREE @SENOPATI	Rp 6.500.000	Kost Campur	Jalan Tulodong Bawah C4 Senayan Kebayoran Baru, Jakarta Selatan 12190	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Makan', 'Dapur', 'Air Minum', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-putri-griya-tara-64770.html	KOST PUTRI GRIYA TARA	Rp 1.000.000	Kost Putri	Jalan Nimun Raya No.4, Tanah Kusir, kebayoran lama selatan , jakarta selatan, 12240	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-sewa-rusun-kebon-kacang-64709.html	Kost/Sewa Rusun Kebon Kacang	Rp 2.20	Kost Campur	Rusun Kebon Kacang, Jl. Kebon Kacang XI, Jakarta Pusat.	Ya	Tidak	Ya	['Spring Bed', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Dapur', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/krista-home-64647.html	Krista Home	Rp 1.500.000	Kost Campur	Jl andara raya no 20 pangkalan jati baru cinere	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-fasilitas-lengkap-daerah-setiabudi-jakarta-selatan-64665.html	Kost fasilitas Lengkap Daerah Setiabudi Jakarta Selatan	Rp 2.500.000	Kost Campur	Jl. Setiabudi tengah no. 3 Jakarta Selatan 12910	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Pembantu', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/lebak-bulus-9a-c0-living-64370.html	Lebak Bulus 9A C0-Living 	Rp 5.000.000	Kost Campur	Jalan Lebak Bulus IV no. 9A, Cilandak, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Makan', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-omah-eyang-fatmawati-jakarta-selatan-64430.html	Kost Omah Eyang Fatmawati Jakarta Selatan	Rp 1.000.000	Kost Putri	Jalan gotong royong 2 no 6 gandaria utara kebayoran baru Jakarta Selatan	Ya	Ya	Tidak	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/homestay-aman-amp-nyaman-64402.html	Homestay aman & nyaman 	Rp 3.500.000	Kost Campur	Jl jaya mandal raya no 889	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-pria-muslim-murah-cilandak-ragunan-jaksel-bu-maman-64328.html	 Kost Pria Muslim murah, Cilandak Ragunan Jaksel (Bu Maman)	Rp 700.000	Kost Putra	Jl. Cilandak KKO Gg. Cemara bawah /Gg. Abbah bawah Rt. 007 Rw. 05 NO. 26 Ragunan Pasar Minggu Jakarta Selatan 12550	Tidak	Tidak	Tidak	['Spring Bed', 'Perabot']	['Ruang Tamu', 'Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kosan-bapak-gareng-setiabudi-64327.html	Kosan Bapak Gareng SetiaBudi	Rp 1.500.000	Kost Campur	Jl. Menteng atas Rt. 06 Rw. 12	Tidak	Tidak	Tidak	[]	[]
https://www.sewakost.com/jakarta/selatan/kost-kamar-64299.html	kost kamar	Rp 2.900.000	Kost Putri	jl. hang lekir XII No.11 Kebayoran Baru Jaksel	Ya	Tidak	Ya	['Spring Bed', 'Perabot', 'AC', 'TV', 'Kamar Mandi Dalam']	['Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-mampang-prapatan-tendean-kuningan-blok-m-kemang-pancoran-64281.html	Kost Mampang Prapatan Tendean Kuningan Blok M Kemang Pancoran	Rp 1.650.000	Kost Campur	Jl. Pondok Jaya IX No. 22B, Mampang Prapatan 7 - Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Dapur', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-murah-jakarta-selatan-64186.html	Kost Murah Jakarta Selatan	Rp 500.000	Kost Putra	Jl. Pondok Jaya 3 No.14A	Tidak	Tidak	Tidak	[]	[]
https://www.sewakost.com/jakarta/selatan/kost-premium-radio-dalam-jakarta-selatan-63808.html	Kost Premium Radio Dalam Jakarta Selatan	Rp 2.800.000	Kost Campur	Jalan Taman Radio Dalam I no 5	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-terjangkau-asri-dan-nyaman-di-ampera-dan-tb-simatupang-63294.html	Kost terjangkau, asri dan nyaman di ampera dan tb simatupang	Rp 3.000.000	Kost Campur	Jl. Jeruk purut no.22 RT 5/3, Cilandak Timur, Pasar Minggu.	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/sewa-kost-63356.html	sewa kost	Rp 1.950.000	Kost Putri	Jalan  Batu 1 no 21 RT 11 RW 01	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/safira-kostel-free-wifi-800-per-bulan-63307.html	Safira kostel free wifi 800 per bulan	Rp 800.000	Kost Putra	Jl Attahiriyah 2 no 22 rt 12/03 pejaten barat, pasar minggu, jakarta selatan	Tidak	Ya	Ya	['Spring Bed', 'Free WiFi']	['Ruang Tamu', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-terjangkau-jakarta-selatan-59724.html	Kost Terjangkau Jakarta Selatan	Rp 1.800.000	Kost Campur	Gg H Leman No 112B Jalan Tanah Kusir II	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-putri-duren-tiga-mampang-63265.html	Kost Putri Duren Tiga, Mampang	Rp 1.400.000	Kost Putri	Jl. Mampang Prapatan 18, Rt 008, Rw 05, No. 3B, Durentiga, Pancoran, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	[]
